ลำดับ,เลขทะเบียนโรงงาน,FID,TSIC,รหัสประเภท,จำพวก,ปีที่ได้รับอนุญาต,ชื่อโรงงาน,ผู้ประกอบการ,ประกอบกิจการ,เลขที่,หมู่,ซอย,ถนน,ตำบล,อำเภอ,รหัสจังหวัด,จังหวัด,รหัสไปรษณีย์,โทรศัพท์,ค่าอาคาร,ค่าที่ดิน,ค่าเครื่องจักร,เงินทุนหมุนเวียน,เงินทุนรวม,ชาย,หญิง,คนงานรวม,แรงม้ารวม,พื้นที่โรงงาน,พื้นที่อาคาร
3108,จ3-65-8/49ชบ,2.02E+13,28110,6500,3,49,บริษัท ซีเอฟที เอ็นจิเนียริ่ง จำกัด,บริษัท ซีเอฟที เอ็นจิเนียริ่ง จำกัด,ผลิตส่วนประกอบอุปกรณ์ของเครื่องยนต์ ยานยนต์ เครื่องมือ เครื่องไฟฟ้า เครื่องจักรกลที่ใช้ในงานอุตสาหกรรม,98/2,10,-,-,หนองขาม,ศรีราชา,20,ชลบุรี,20230,,5000000,10000000,3000000,1000000,19000000,30,15,45,461.01,0,1782
3109,จ3-67(6)-1/67ชบ,2.02E+13,28230,6706,3,67,บริษัท ลีเวลด์ อินดัสตรี้ จำกัด,บริษัท ลีเวลด์ อินดัสตรี้ จำกัด,ผลิตผงเชื่อมทองแดง และโมลด์หลอมทองแดง (Exothermic Welding Powder) เพื่อใช้เป็นส่วนประกอบเชื่อมโลหะโดยไม่ใช้ไฟฟ้า,54/2,5,,,บางพระ,ศรีราชา,20,ชลบุรี,20110,038-386742-3,5000000,2500000,1500000,2000000,11000000,7,7,14,100,1600,455
3110,จ3-67(7)-6/61ชบ,2.02E+13,28229,6707,3,61,บริษัท เกียนล็อค (ไทยแลนด์) จำกัด,บริษัท เกียนล็อค (ไทยแลนด์) จำกัด,ผลิตแม่พิมพ์โลหะ,264/24,3,,,บ่อวิน,ศรีราชา,20,ชลบุรี,20230,038-337207,0,0,15000000,5000000,20000000,15,5,20,258.08,1404,1404
3111,จ3-67(7)-4/64ชบ,2.02E+13,28229,6707,3,64,บริษัท เอสดีเอ เทค (ประเทศไทย) จำกัด,บริษัท เอสดีเอ เทค (ประเทศไทย) จำกัด,ผลิตแม่พิมพ์โลหะ,516/7,6,,,เขาคันทรง,ศรีราชา,20,ชลบุรี,20110,084-7339026,720000,720000,30000000,2000000,33440000,9,2,11,225,8460,1905
3112,จ3-67(7)-5/54ชบ,2.02E+13,28229,6707,3,54,บริษัท เอทีเอส แอนด์ พี เอ็นจิเนียริ่ง โซลูชั่น จำกัด,บริษัท เอทีเอส แอนด์ พี เอ็นจิเนียริ่ง โซลูชั่น จำกัด,ผลิตและติดตั้งเครื่องจักร เช่น การทำเครื่องจัย (JIG) สำหรับใช้กับเครื่องมือกล เครื่องทดสอบ,เม.ย.-34,3,,,บ่อวิน,ศรีราชา,20,ชลบุรี,20230,,0,0,500000,700000,1200000,10,3,13,82,1692,216
3113,จ3-67(7)-6/63ชบ,2.02E+13,28229,6707,3,63,บริษัท สยาม เอส แอนด์ เอ็ม จำกัด,บริษัท สยาม เอส แอนด์ เอ็ม จำกัด,ผลิต ซ่อม บำรุงรักษาแม่พิมพ์ทุกชนิด,180/10,8,,,บ่อวิน,ศรีราชา,20,ชลบุรี,20230,,15000000,10000000,20000000,5000000,50000000,23,6,29,94,7472,1062
3114,จ3-67(7)-6/60ชบ,2.02E+13,28229,6707,3,60,บริษัท เอ็ม ที พี เอ็นจิเนียริ่ง จำกัด,บริษัท เอ็ม ที พี เอ็นจิเนียริ่ง จำกัด,ทำเครื่องจับ (JIG) กลึง เจาะ ตัด กัด เจียร,216,7,,,หนองขาม,ศรีราชา,20,ชลบุรี,20230,038-066474,15000000,3000000,25000000,10000000,53000000,15,0,15,134,4456,4400
3115,จ3-67(7)-1/45ชบ,2.02E+13,28229,6707,3,45,บริษัท โมลด์ส ฟุรุตานิ (ไทยแลนด์) จำกัด,บริษัท โมลด์ส ฟุรุตานิ (ไทยแลนด์) จำกัด,ผลิตแม่พิมพ์โลหะและอุปกรณ์จับยึด,600/38-39,11,     -,สุขาภิบาล 8,หนองขาม,ศรีราชา,20,ชลบุรี,20230,038-482693,1353024,0,19500000,1500000,22353024,25,0,25,582.2,1296,1296
3116,จ3-67(7)-9/53ชบ,2.02E+13,28229,6707,3,53,บริษัท เบทส์ แอนด์ ฟาสท์ โมล์ด เทคโนโลยี จำกัด,บริษัท เบทส์ แอนด์ ฟาสท์ โมล์ด เทคโนโลยี จำกัด,ผลิตแม่พิมพ์โลหะทุกชนิด และบริการรับจ้างซ่อมแซมแม่พิมพ์,533/68,1,,,หนองขาม,ศรีราชา,20,ชลบุรี,20230,,15000000,3000000,15000000,1000000,34000000,35,30,65,595.15,246,2592
3117,จ3-67(7)-4/53ชบ,2.02E+13,28229,6707,3,53,บริษัท อา-ซุง (ประเทศไทย) จำกัด,บริษัท อา-ซุง (ประเทศไทย) จำกัด,ซ่อมแซม ดัดแปลง และผลิตแม่พิมพ์ทุกชนิด ทุกประเภท และชิ้นส่วนของแม่พิมพ์ที่ทำจากโลหะทุกชนิดและทำจากพลาสติก,516/6,6,,,เขาคันทรง,ศรีราชา,20,ชลบุรี,20110,038-067441-3,0,0,20000000,5000000,25000000,15,3,18,586.8,17608,1800
3118,จ3-67(7)-5/59ชบ,2.02E+13,28229,6707,3,59,บริษัท ออนเนอร์อินเตอร์ เนชั่นแนล (ประเทศไทย) จำกัด,บริษัท ออนเนอร์อินเตอร์ เนชั่นแนล (ประเทศไทย) จำกัด,ผลิตแม่พิมพ์โลหะและอุปกรณ์เครื่องจักร,102,9,,,เขาคันทรง,ศรีราชา,20,ชลบุรี,20110,038-290238,0,0,43000000,5000000,48000000,10,5,15,184.2,11200,2448
3119,จ3-67(7)-14/51ชบ,2.02E+13,28229,6707,3,51,บริษัท อา-ซุง (ประเทศไทย) จำกัด,บริษัท อา-ซุง (ประเทศไทย) จำกัด,ผลิตและซ่อมแม่พิมพ์พลาสติก,516/5,6,,,เขาคันทรง,ศรีราชา,20,ชลบุรี,20110,038-100677,26500000,2860000,14000000,4000000,47360000,12,2,14,180.9,,0
3120,จ3-67(7)-4/56ชบ,2.02E+13,28229,6707,3,56,บริษัท โชคนำชัย อีสเทิร์น เพรสซิ่ง จำกัด,บริษัท โชคนำชัย อีสเทิร์น เพรสซิ่ง จำกัด,ผลิตแม่พิมพ์ และปั้มชิ้นส่วนรถยนต์,-,4,,ทางหลวงชนบท 3009,บึง,ศรีราชา,20,ชลบุรี,20230,,42000000,25000000,76000000,50000000,193000000,46,30,76,264,8000,2967
3121,จ3-67(7)-8/61ชบ,2.02E+13,28229,6707,3,61,บริษัท อี.ที.ซี.เอ็นจิเนียริ่ง จำกัด,บริษัท อี.ที.ซี.เอ็นจิเนียริ่ง จำกัด,ทำแม่พิมพ์โลหะ และกลึง เจาะ เชื่อมโลหะทั่วไป,29-ก.ย.,8,,,เขาคันทรง,ศรีราชา,20,ชลบุรี,20110,038-151162-4,0,0,15000000,5000000,20000000,4,7,11,584,16000,11223
3122,จ3-67(7)-3/59ชบ,2.02E+13,28229,6707,3,59,บริษัท เอ็มเอฟเค เอ็นจิเนียริ่ง จำกัด,บริษัท เอ็มเอฟเค เอ็นจิเนียริ่ง จำกัด,ผลิตแม่พิมพ์โลหะ และกลึง เจาะ กัด เจียร และเชื่อมโลหะทั่วไป,99/123,1,,,หนองขาม,ศรีราชา,20,ชลบุรี,20230,038-159952,7200000,500000,16000000,2000000,25700000,3,7,10,375.5,800,500
3123,จ3-67(7)-1/63ชบ,2.02E+13,28229,6707,3,63,บริษัท หยู้ ไค โป๋ จำกัด,บริษัท หยู้ ไค โป๋ จำกัด,ผลิตแม่พิมพ์โลหะ ,โฉนดที่ดินเลขที่ 73976,3,,,บ่อวิน,ศรีราชา,20,ชลบุรี,20230,,0,0,4500000,6600000,11100000,5,0,5,136,4800,650
3124,จ3-67(7)-13/60ชบ,2.02E+13,28229,6707,3,60,บริษัท ดีเค เทค จำกัด,บริษัท ดีเค เทค จำกัด,ผลิต ประกอบ ซ่อมแซมแม่พิมพ์โลหะ และชิ้นส่วนแม่พิมพ์โลหะ,605/8,1,,,เขาคันทรง,ศรีราชา,20,ชลบุรี,20110,,10000000,5000000,20000000,5000000,40000000,12,2,14,331.9,3200,900
3125,จ3-67(8)-2/54ชบ,2.02E+13,28199,6708,3,54,บริษัท เจเอวาย เอ็นจิเนียริ่ง จำกัด,บริษัท เจเอวาย เอ็นจิเนียริ่ง จำกัด,ผลิตชิ้นส่วนอะไหล่เครื่องจักร,114,9,,,หนองขาม,ศรีราชา,20,ชลบุรี,20230,,2000000,6500000,13000000,2000000,23500000,20,1,21,202.5,0,1026
3126,จ3-68-15/57ชบ,2.02E+13,28299,6800,3,57,บริษัท ฟอร์คลิฟท์ โตเกียว เซอร์วิส จำกัด,บริษัท ฟอร์คลิฟท์ โตเกียว เซอร์วิส จำกัด,ซ่อมแซมเครื่องจักรกล เช่น รถฟอร์คลิฟท์และชิ้นส่วนอุปกรณ์,121/56,2,,,ทุ่งสุขลา,ศรีราชา,20,ชลบุรี,20230,,10000000,5000000,8000000,2000000,25000000,20,0,20,95.9,2456,880
3127,3-68-7/62ชบ,1.02E+13,28299,6800,3,62,บริษัท นามยง เทอร์มินัล จำกัด (มหาชน),บริษัท นามยง เทอร์มินัล จำกัด (มหาชน),ประกอบชิ้นงานที่ทำด้วยโลหะ เช่น เครื่องยก และอุปกรณ์อื่นๆ สำหรับอุตสาหกรรมน้ำมันและก๊าซ,48/3,3,,,ทุ่งสุขลา,ศรีราชา,20,ชลบุรี,20230,038-401062,106000000,396000000,76000000,256000000,834000000,175,25,200,4074,120796,4850
3128,จ3-68-13/53ชบ,2.02E+13,28299,6800,3,53,บริษัท เอพี ยูไนเทค จำกัด,บริษัท เอพี ยูไนเทค จำกัด,ผลิต ประกอบ ดัดแปลง หรือซ่อมแซมเครื่องจักร,151/342,7,,,สุรศักดิ์,ศรีราชา,20,ชลบุรี,20110,038-388822,8550000,4050000,15746000,2500000,30846000,28,6,34,337.7,,718
3129,จ3-68-9/48ชบ,2.02E+13,28299,6800,3,48,บริษัท ไทยคริปตอน จำกัด,บริษัท ไทยคริปตอน จำกัด,ผลิตเครื่องจักรที่ใช้ในงานอุตสาหกรรม,525/1,2,,ศรีราชา-หนองค้อ,เขาคันทรง,ศรีราชา,20,ชลบุรี,20110,,3000000,2000000,5000000,11000000,21000000,22,6,28,295,38776,2400
